"～一方だ","（その傾向がますます進むことを示す。）:Diễn tả việc xu hướng đó ngày càng tiếp diễn","[動－辞書形]＋一方だ","最近、パソコン通信の利用者は増える一方だ。:Gần đây người dùng máy tính để trao đổi thông tin ngày càng tăng lên.<br>都市の環境は悪くなる一方なのに、若者は都会にあこがれる。:Dù môi trường đô thị ngày càng xấu đi, giới trẻ vẫn mơ ước sống nơi đô hội.<br>最近英語を使わないので、忘れる一方で困っている。:Gần đây vì không sử dụng tiếng Anh, quên ngày càng nhiều, thật khổ.","N2","6",",173nguphapn2,lesson5,",""
"～おそれがある","～する心配がある:Có sự lo lắng là ~, e là ~","[動－辞書形],[名－の] ＋恐れがある","早く手術しないと、手遅れになる恐れがある。:Nếu không phẫu thuật nhanh, e là muộn mất.<br>台風がこのまま北上すると、日本に上陸する恐れがある。:Nếu bão vẫn cứ tiến theo hướng Bắc như thế này, có khả năng sẽ đổ bộ vào Nhật Bản.<br>こんなに赤字が続くと、この会社は倒産の恐れがある。:Cứ tiếp tục thua lỗ như thế, công ty này có ngày phá sản.<br>この病気は伝染の恐れはありません。:Căn bệnh này không lo bị truyền nhiễm.","N2","7",",173nguphapn2,lesson5,",""
"～ことになっている","（予定・規則などを表す。 ）:Biểu thị dự định, quy tắc…","[動－辞書形／ない形－ない],[い形－い] ＋ことになっている","今度の日曜日には、友達と会うことになっています。:Chủ Nhật tới tôi định gặp mặt bạn bè.<br>この寮では、玄関は 12時に閉まることになっている。:Ở khu ký túc xá này, cửa vào đóng lúc 12h.<br>法律で、子供を働かせてはいけないことになっている。:Theo pháp luật, cấm bắt trẻ em phải lao động.<br>この席はタバコを吸ってもいいことになっている。:Ở ghế này, hút thuốc lá cũng được.","N2","8",",173nguphapn2,lesson5,",""
"～ことはない","～する必要はない:Không cần phải làm ~","[動－辞書形]＋ことはない","時間は十分あるから、急ぐことはない。:Vẫn có đủ thời gian, không cần phải vội.<br>旅行かばんならわざわざ買うことはありませんよ。私が貸してあげます。:Vali du lịch thì không cần phải lo mua đâu. Tớ cho mượn.<br>検査の結果、異常ありませんでしたから心配することはありませんよ。:Vì kết quả kiểm tra không có gì khác thường nên không cần lo lắng đâu.","N2","9",",173nguphapn2,lesson5,",""
"～しかない","～ほかに方法がない・～しなければならない:Không có cách nào khác ngoài ~ ; Cần phải làm ~","[動－辞書形]＋しかない","事故で電車が動かないから、歩いて行くしかない。:Do tai nạn nên tàu không chạy, chả có cách nào khác là đi bộ.<br>だれにも頼めないから、自分でやるしかありません。:Không nhờ ai được, tự mình phải làm thôi.<br>約束したのだから、行くしかないだろう。:Đã hẹn rồi, phải đi thôi.","N2","10",",173nguphapn2,lesson5,",""
"～ということだ(1)","～ということを聞いた （伝聞。聞いたことをそのまま引用する言い方。）:Nghe thấy nói là ~ (cách nói dẫn dụng y nguyên điều nghe được)","[動・い形・な形・名]の普通形＋ということだ","新聞によると、また地下鉄の運賃が値上げされるということだ。:Theo báo nói, giá vé tàu điện ngầm lại bị tăng lên.<br>事故の原因はまだわからないということです。:Nghe nói vẫn chưa biết nguyên nhân của tai nạn.<br>天気予報によると今年は雨が多いだろうということです。:Nghe dự báo thời tiết thì năm nay mưa nhiều đây.<br>A社の就職には推薦状が必要だということです。:Thấy nói là để xin việc ở công ty A cần phải có thư giới thiệu.","N2","1",",173nguphapn2,lesson6,",""
"～ということだ(2)","～という意味だ:Có nghĩa là ~","[動・い形・な形・名]の普通形＋ということだ","ご意見がないということは賛成ということですね。:Không có ý kiến gì tức là tán thành phải không ạ.","N2","2",",173nguphapn2,lesson6,",""
"～まい／～まいか(1)","～ないだろう （否定の推量を表す。）:Có lẽ không phải ~ (Thể hiện suy đoán phủ định)","[動－辞書形]＋まい （ただし、[動]II グループ、III グループは[ない形]にも接続する。[する]は[すまい]の形もある。 ）","あの民族紛争は容易に解決するまいと思うが、平和的解決への努力が必要だ。:Tuy tôi nghĩ là cuộc phân tranh sắc tộc đó không dễ giải quyết nhưng những nỗ lực để giải quyết một cách hoà bình là cần thiết.<br>彼はベテランの登山家だから、あんな低い山で遭難することはあるまい。:Ông ấy là nhà leo núi nhiều kinh nghiệm nên việc gặp nạn trên núi thấp cỡ đó chắc là không có đâu.<br>小さな地震が続いている。大きな地震が起こるのではあるまいか。:Vẫn tiếp diễn các địa chấn nhỏ, chắc là không có việc xảy ra động đất lớn.","N2","3",",173nguphapn2,lesson6,",""
"～まい／～まいか(2)","絶対～するのをやめよう （否定の意志を表す。）:Tuyệt đối muốn từ bỏ việc ~ (chỉ ý muốn phủ định)","[動－辞書形]＋まい （ただし、[動]II グループ、III グループは[ない形]にも接続する。[する]は[すまい]の形もある。 ）","こんなまずいレストランへは二度と来るまい。:Cái nhà hang tồi cỡ này thì không muốn đến lần thứ hai.<br>ケーキは買うまいと思っても、見るとつい買ってしまう。:Đã định không mua bánh ngọt rồi, nhìn thấy lại sơ ý mua mất.<br>彼は何も言うまいと思っているらしい。:Hình như anh ấy không định nói gì.","N2","4",",173nguphapn2,lesson6,",""
"～わけがない／～わけはない","～（の）はずがない:Không có nghĩa là ~, không chắc ~","[動・い形・な形・名]の名詞修飾型＋わけがない","あんな下手な絵が売れるわけがない。:Bức tranh tệ thế không chắc đã bán được.<br>チャンさんは中国人だから漢字が書けないわけがありません。:Vì anh Chan là người Trung Quốc nên không lí gì lại không viết được chữ Hán.<br>あんなやせた人が、相撲とりのわけがない。:Người gầy cỡ này thì không thể là lực sĩ Sumo được.<br>ここは海から遠いので、魚が新鮮なわけはない。:Chỗ này ở xa biển nên cá không thể tươi được.","N2","5",",173nguphapn2,lesson6,",""
"～わけにはいかない／～わけにもいかない(1)","理由があって～できない。:Có lý do nên ~ không làm được","[動－辞書形]＋わけにはいかない","絶対にほかの人に言わないと約束したので、話すわけにはいかない。:Vì đã hứa là tuyệt đối không nói với người khác nên không thể kể được.<br>帰りたいけれども、この論文が完成するまでは帰国するわけには行かない。:Dù muốn về nhưng tuy nhiên, đến khi hoàn thành luận văn này thì không về nước được.<br>一人でやるのは大変ですが、みんな忙しそうなので、手伝ってもらうわけにもいきません。:Làm một mình thì khó khăn nhưng vì mọi người cũng đang bận rộn, nên không nhờ ai được.","N2","6",",173nguphapn2,lesson6,",""
"～わけにはいかない／～わけにもいかない(2)","～しなければならない:Phải làm ~","[動－ない形－ない]＋わけにはいかない","あした試験があるので、勉強しないわけにはいきません。:Vì ngày mai có bài thi nên không thể không học được.<br>家族がいるから、働かないわけにはいかない。:Vì có gia đình nên không đi làm không được.","N2","7",",173nguphapn2,lesson6,",""
"～から～にかけて","～から～までの間に （時間・場所の大体の範囲を表す。）:Từ khoảng ~ đến ~ (chỉ chung phạm vi thời gian, địa điểm)","[名]＋から[名]＋にかけて","昨夜から今朝にかけて雨が降りました。:Trời đã mưa từ đêm qua đến sáng nay.<br>台風は毎年、夏から秋にかけて日本を襲う。:Các cơn bão hàng năm đổ bộ vào Nhật từ mùa hè đến mùa thu.<br>関東地方から東北地方にかけて、大きな地震があった。:Đã có động đất mạnh trong khi vực từ Kanto đến Tohoku.<br>一丁目から三丁目にかけて、道路工事が行われている。:Đang tiến hành làm đường từ khu phố 1 đến khu phố 3.","N2","8",",173nguphapn2,lesson6,",""
"たとえ～ても／たとえ～でも","もし～ても:Ví dụ, nếu như, dù cho, ngay cả nếu, tỉ như ~ thì vẫn ~","たとえ＋[動－ても],[い形－くても],[な形－でも],[名－でも]","自分で決めた道だから、たとえ失敗しても後悔しない。:Vì con đường đi do tôi tự quyết định nên nếu có thất bại thì cũng không hối tiếc.<br>たとえ難しくてもやりがいのある仕事をしたい。:Cho dù có khó khăn thì tôi vẫn muốn làm những công việc có nhiều thử thách.<br>この仕事は、たとえ困難でも最後まで頑張らなければならない。:Công việc này, dù cho có vất vả khó khăn, vẫn cần phải cố gắng đến cùng.<br>たとえお世辞でも、子供をほめられれば親はうれしいものだ。:Ngay cả nếu là lời nịnh nọt, con được khen là bố mẹ vẫn sướng.","N2","9",",173nguphapn2,lesson6,",""
"～さえ～ば","（それだけあれば／なければ、後ろの状態が成立する。）:Chỉ cần có ~ hay thành ~, trạng thái sau đó sẽ được thành lập.","[動－ます形]＋さえ＋すれば／しなければ,[い形－く],[な形－で] ＋さえ＋あれば／なければ,[名－で],[動－ば][名]＋さえ＋ [い形－ければ],[な形－なら],[名－なら]","インスタントラーメンはお湯を入れさえすれば食べられる便利な食品だ。:Mì ăn liền là thứ đồ ăn tiện lợi, chỉ cần cho nước nóng vào là ăn được.<br>道が込みさえしなければ、駅までタクシーで 10 分ぐらいだ。:Chỉ cần đường không đông, đi taxi đến ga mất chừng 10 phút.<br>交通が便利でさえあれば、この辺も住みやすいのだが。:Chỉ cần giao thông tiện lợi, sống ở quanh đây cũng dễ.<br>建設的なご意見でさえあれば、どんな小さなものでも大歓迎です。:Miễn là ý kiến có tính xây dựng, dù ít dù nhiều cũng rất hoan nghênh.<br>住所さえわかれば、地図で探していきます。:Biết địa chỉ thì đi tìm bằng bản đồ ngay.<br>あなたのご都合さえよければ、今度の日曜日のコンサートのチケットを買っておきます。:Chỉ cần anh thấy thuận lợi, em sẽ mua sẵn vé xem hoà nhạc Chủ Nhật tới ạ.<br>体さえ丈夫なら、どんな苦労にも耐えられると思う。:Chỉ cần cơ thể khoẻ mạnh, tôi nghĩ là khổ đến mấy cũng chịu được.<br>言葉さえ共通なら、お互いにもっとコミュニケーションがよくできたでしょう。:Thậm chí chỉ cần chung tiếng nói, giao tiếp lẫn nhau sẽ tốt hơn nhiều.","N2","10",",173nguphapn2,lesson6,",""
"～も～ば～も／～も～なら～も","～も～し、～も （前に述べたことの上に後のことを加える時の表現。プラスとプラス、またはマイナスとマイナスの言葉が使われる。）:Cũng ~ cũng ~ . (Mẫu câu dùng khi thêm một việc nữa vào những điều trình bày đằng trước, các từ ngữ tiêu cực + tiêu cực hoặc tích cực + tích cực được sử dụng)","[名]＋も＋ [動－ば],[い形－ければ],[な形－なら] ＋[名]＋も","父はお酒も飲めばタバコも吸うので、健康が心配だ。:Bố rượu cũng uống, thuốc cũng hút, vì thế nên sức khoẻ rất đáng lo.<br>新しくできたレストランは値段も安ければ味もいいと評判です。:Nhà hàng mới mở có tiếng là giá vừa rẻ, khẩu vị cũng ngon.<br>彼は歌も上手なら踊りもうまい、パーティーの人気者だ。:Anh ấy hát cũng hay, nhảy cũng giỏi, rất được yêu mến ở buổi tiệc.","N2","1",",173nguphapn2,lesson7,",""
"～やら～やら","～や～など:Liệt kê","[動－辞書形],[い形－い],[名] ＋やら [動－辞書形],[い形－い],[名] ＋やら","帰国前は飛行機を予約するやらおみやげを買うやらで忙しい。:Trước khi về nước, tất bật với đặt vé máy bay, mua quà lưu niệm…<br>お酒を飲みすぎて、頭が痛いやら苦しいやらで、大変だった。:Uống quá nhiều rượu, đau đầu, mệt mỏi, đến là sợ.<br>部屋を借りるのに敷金やら礼金やら、たくさんお金を使った。:Lúc thuê nhà tốn bao nhiêu là tiền, nào thì tiền đặt cọc, tiền lễ…","N2","2",",173nguphapn2,lesson7,",""
"～だらけ","～がたくさんある・～がたくさんついている （汚り、表面についたりしていることを表す。）:~ có đầy, được gắn đầy. Nói về những thứ bẩn, đáng ghét có đầy hoặc đang dính đầy.","[名]＋だらけ","このレポートは字が間違いだらけで読みにくい。:Bản báo cáo này đầy chữ đánh nhầm, đọc khó.<br>事故現場に血だらけの人が倒れている。:Ở hiện trường vụ tai nạn, một người dính đầy máu đang nằm bất tỉnh.<br>畳の上に座って食事をしたら、ズボンがしわだらけになってしまった。:Nếu ngồi trên chiếu mà ăn thì quần sẽ đầy nếp quăn.<br>世界各地を旅行したので、私の旅行かばんはきずだらけだ。:Vì đi du lịch nhiều nơi trên thế giới nên vali du lịch của tôi đầy vết xước.","N2","3",",173nguphapn2,lesson7,",""
"～っぽい(1)","～のように感じる・～のように見える:Cảm thấy như là ~ ; Thấy như là ~","[い形－Bỏ い],[名] ＋っぽい","このテーブルは高いのに安っぽく見える。:Cái bàn này dù đắt nhưng nhìn rẻ tiền.<br>あの黒っぽい服を着た人はだれですか。:Người mặc bộ quần áo trông đen đen kia là ai?<br>彼女はいたずらっぽい目で私を見た。:Cô ta nhìn tôi với con mắt đầy tinh quái.<br>あの子はまだ中学生なのに、とても大人っぽい。:Thằng nhỏ đó tuy vẫn là học sinh trung học nhưng trông rất người lớn.","N2","4",",173nguphapn2,lesson7,",""
"～っぽい(2)","～しやすい・よく～する:Dễ làm ~","[動－ます形]＋っぽい","彼は怒りっぽいけれど、本当は優しい人です。:Anh ấy là người dễ nổi nóng nhưng thực ra là người rất hiền lành.<br>最近忘れっぽくなったのは、年のせいだろう。:Gần đây mau quên thế là tại tuổi cao rồi chăng?","N2","5",",173nguphapn2,lesson7,",""
"～がたい","～するのは難しい・なかなか～することができない:Khó làm ~ ; gần như không thể ~","[動－ます形]＋がたい","彼女がそんなことをするは、信じがたい。:Cô ấy đến việc đó mà cũng làm được, thật khó tin.<br>この仕事は私には引き受けがたい。:Công việc này với tôi thật khó đảm nhận.<br>幼い子供に対する犯罪は許しがたい。:Tội phạm đối với trẻ nhỏ là không thể tha thứ được.<br>あした帰国するが、仲良くなった友達と別れがたい気持ちで一杯だ。:Ngày mai về nước rồi nhưng vẫn đầy tâm trạng khó chia tay với những người bạn tốt.","N2","6",",173nguphapn2,lesson7,",""
"～がちだ／～がちの","～することが多い・～しやすい:Việc làm ~ là nhiều; ~ dễ làm; có chiều hướng ~","[動－ます形],[名] ＋がちだ","雪が降ると、電車は遅れがちだ。:Khi tuyết rơi, tàu thường hay trễ.<br>彼は最近、体調を崩して、日本語のクラスを休みがちです。:Anh ấy gần đây do cơ thể không khoẻ, hay nghỉ lớp học tiếng Nhật.<br>春は曇りがちの日が多い。:Mùa xuân thì những ngày râm mát nhiều.<br>母は病気がちなので、あまり働けない。:Mẹ hay ốm nên chẳng làm việc được mấy.","N2","7",",173nguphapn2,lesson7,",""
"～気味","少し～の感じがある:Hơi có cảm giác là ~","[動－ます形],[名] ＋気味","仕事が忙しくて、最近少し疲れ気味だ。:Vì công việc bận nên gần đây hơi thấy mệt.<br>このごろ、太り気味だから、ジョギングを始めた。:Gần đây vì thấy hơi béo lên, tôi đã bắt đầu chạy bộ.<br>[日本語能力試験]が近づいたので、焦り気味だ。:Kỳ thi năng lực tiếng Nhật đã đến gần, tôi thấy hơi sốt ruột/vội vàng.<br>昨日から風邪気味で、頭が痛い。:Từ hôm qua hơi bị trúng gió nên đầu bị đau.","N2","8",",173nguphapn2,lesson7,",""
"～げ","～そう （見てその人の気持ちが感じられる様子を表す。）:Chỉ trạng thái cảm nhận được về tâm trạng của một người. Vẻ~","[い形－Bỏ い ],[な形－Bỏ な] ＋げ","彼女は悲しげな様子で話した。:Cô ấy đã nói chuyện với dáng vẻ buồn thảm.<br>彼は寂しげに、一人で公園のベンチに座っていた。:Anh ta ngồi một mình trên ghế đá công viên với vẻ khá cô đơn.<br>老人が、何か言いたげに近づいて来た。:Ông lão như muốn nói gì đó đã tiến lại gần.<br>彼は得意げな顔で、みんなに新しい家を見せた。:Anh ấy đã giới thiệu với mọi người về nhà mới với vẻ khá đắc ý.","N2","9",",173nguphapn2,lesson7,",""
"～かけだ／～かけの／～かける","～し始めて、まだ～終わっていない途中の状態を表す。:Chỉ trạng thái giữa chừng, mới bắt đầu ~, chưa kết thúc ~","[動－ます形]＋かけだ","この仕事はやりかけですから、そのままにしておいてください。:Công việc này mới bắt đầu làm nên cứ để như thế.<br>テーブルの上に飲みかけのコーヒーが置いてある。:Trên bàn có đặt một cốc café uống dở.<br>何か言いかけてやめるのはよくない。:Nói cái rồi thôi là không tốt.<br>私は子供のころ、病気で死にかけたことがあるそうだ。:Hình như lúc bé có lần bị ốm gần chết.","N2","10",",173nguphapn2,lesson7,",""
"～きる／～きれる／～きれない","すっかり～する／最後まで～できる／最後まで～できない:Hoàn toàn, hết cả ~ / đến cuối cùng có thể, không thể ~","[動－ます形]＋きる","木村さんは疲れきった顔をして帰って来た。:Anh Kimura với bộ mặt mệt phờ đã về.<br>.195キロを走りきるのは大変なことだ。:Chạy hết .195km quả là gian nan.<br>そんなにたくさん食べきれますか。:Ăn bao nhiêu hết sạch cả thế này à.<br>数えきれないほどたくさんの星が光っている。:Các vì sao nhiều không đếm hết đang toả sáng (trên bầu trời).","N2","1",",173nguphapn2,lesson8,",""
"～ぬく","最後まで頑張って～する・非常に～する:~đến cùng. Cố gắng đến cuối cùng làm ~ / Làm ~ một cách phi thường.","[動－ます形]＋ぬく","途中、失敗もありましたが、何とかこの仕事をやりぬくことができました。:Giữa chừng tuy cũng có thất bại, nhưng dù thế nào thì công việc này đã được làm đến cùng.<br>戦争の苦しい時代を生きぬいてきた人たちは、精神的にも強い。:Những người sống sót sau thời kỳ chiến tranh khổ cực thì tinh thần cũng rất mạnh mẽ.<br>これは考えぬいて、出した結論です。:Đây là kết luận rút ra sau khi đã suy nghĩ đến cùng.<br>ジョンさんは、困りぬいて相談に来た。:Anh John đã đến để trao đổi với tôi khi đã đến đường cùng.","N2","2",",173nguphapn2,lesson8,",""
"～こそ／～からこそ","強調を表す。:Thể hiện ý nhấn mạnh","[名]＋こそ/[動・い形・な形・名]の普通形＋からこそ","今度こそ試合に勝ちたい。:Muốn thắng trận trong chính năm nay.<br>これこそみんながほしいと思っていた製品です。:Đây chính là mặt hàng mà chúng tôi nghĩ mọi người đang mong đợi.<br>[どうぞよろしく。][こちらこそ。]:Mong bác giúp đỡ ạ! Chính tôi mới cần anh giúp ạ.<br>あなたが手伝ってくれたからこそ、仕事が早くできたのです。:Chính vì nhờ có anh giúp đỡ, công việc mới làm xong nhanh.","N2","3",",173nguphapn2,lesson8,",""
"～さえ／～でさえ","～も・～でも （特に、ある極端なものを例に出して、他のものも、[もちろん～]という時に使う。）:Lấy cái ví dụ cực đoan, đáo để để diễn đạt những thứ khác (ở mức độ thấp hơn) là đương nhiên.","[名]＋さえ","そこは電気さえない山奥だ。:Chỗ đó ở tít trong núi, đến điện cũng không có.<br>急に寒くなって、今朝はもうコートを着ている人さえいた。:Trời trở lạnh quá, sáng nay đã có người mặc đến áo khoác.<br>専門家でさえわからないのだから、私たちには無理でしょう。:Đến chuyên còn không hiểu thì chúng ta chịu thôi.<br>親にさえ相談しないで、結婚を決めた。:Đến bố mẹ còn trả trao đổi, đã định cưới rồi.<br>私の故郷は地図にさえ書いてない小さな村です。:Quê tôi là một làng nhỏ đến không cả có tên trên bản đồ.","N2","4",",173nguphapn2,lesson8,",""
"～など／～なんか／～なんて(1)","（例としてあげ、表現を軽く、やわらかくしたい時に使う。 ）:Dùng khi muốn nêu lên một ví dụ để muốn làm nhẹ, đánh giá thấp.","[名]＋など","「この機械に詳しい人はいませんか。」「彼など詳しいと思いますよ。 」:Có ai biết tường tận về cái máy này không? Tôi nghĩ như anh ấy là người biết rõ đấy.<br>ネクタイなんかしめて、どこ行くの。:Thắt ca vát thế này, đi đâu vậy ta?<br>お見舞いならカーネーションなんてどうかしら。:Đi thăm người ốm thì tôi phân vân xem là như (mua) hoa cẩm chướng (carnation) có được không?","N2","5",",173nguphapn2,lesson8,",""
"～など／～なんか／～なんて(2)","あまりたいしたものでないと軽視した気持ちや否定的に言う時に使う。:Dùng khi nói mang tính phủ định hoặc coi nhẹ một thứ là không quan trọng lắm.","[名]＋など","忙しくて、テレビなど見ていられない。:Bận ghê, đến như cả xem TV còn chả được.<br>本当です。うそなんかつきませんよ。:Đúng thật đấy ạ. Không nói mấy lời dối trá đâu.<br>スキーなんて簡単ですよ。だれでもすぐできるようになります。:Cỡ như trượt tuyết thì dễ không mà. Ai cũng biết trượt ngay.","N2","6",",173nguphapn2,lesson8,",""
"～に関して（は）／～に関しても／～に関する","～について（の）:Liên quan đến, về ~","[名]＋に関して","計画変更に関しては、十分検討する必要がある。:Cần phải kiểm tra kỹ càng về việc thay đổi kế hoạch.<br>外国へ行くなら言葉だけでなく、習慣に関しても知っておいたほうがいい。:Đi ra nước ngoài thì không chỉ là ngôn ngữ, cũng nên biết về tập quán của họ.<br>経済に関する本はたくさんある。:Có rất nhiều sách liên quan đến kinh tế.","N2","7",",173nguphapn2,lesson8,",""
"～に加えて／～に加え","～の上にさらに:Ngoài ra; thêm vào đó","[名]＋に加えて","電気代に加えて、ガス代までが値上がりした。:Giá điện rồi đến giá gas cũng tăng lên.<br>大気汚染が進んでいることに加え、海洋汚染も深刻化してきた。:Thêm vào việc ô nhiễm không khí ngày càng tiếp diễn, ô nhiễm biển đã nghiêm trọng hơn.","N2","8",",173nguphapn2,lesson8,",""
"～に答えて／～にこたえ／～にこたえる／～にこたえた","～に応じて （ほかからのはたらきかけに応じる。 ）:Ứng với, đối với ~ (đáp ứng với tác động từ bên ngoài)","［名］＋にこたえて","社員の要求にこたえて、労働時間を短縮した。:Đáp ứng yêu cầu của nhân viên, thời gian làm việc đã được rút ngắn.<br>国民の声にこたえた政策が期待されていす。:Một chính sách đáp ứng tiếng nói của nhân dân đang được kỳ vọng.","N2","9",",173nguphapn2,lesson8,",""
"～に沿って／～に沿い／～に沿う／～に沿った","～に従って・～のとおりに:Sở dĩ, vì vậy, do vậy, theo ~","［名］＋に沿って","決まった方針に沿って、新しい計画を立てましょう。:Theo phương châm đã quyết định, hãy lập kế hoạch mới.<br>東京都では新しい事業計画に沿い、新年度予算を立てている。:Ở Tokyo theo quy hoạch mới, dự toán ngân sách năm tài chính mới đang được lập.<br>皆様のご希望に沿う結果が出るように努力いたします。:Xin nỗ lực để đạt kết quả như hi vọng của mọi người.<br>国益に沿った外交政策が進められている。:Chính sách ngoại giao phù hợp với lợi ích quốc gia đang được áp dụng.","N2","10",",173nguphapn2,lesson8,",""
"～に反して／～に反し／～に反する／～に反した","～と反対に・～と逆に:Trái ngược với; tương phản với","［名］＋に反して","神の意向に反して、人間は自然を破壊している。:Trái với ý hướng của thần linh, con người đang phá hoại tự nhiên.<br>人々の予想に反し、土地の値段が下がりつづけている。:Ngược với dự đoán của nhiều người, giá đất đang tiếp tục giảm.<br>弟は、親の期待に反することばかりしている。:Em tớ toàn làm những việc trái với mong đợi của bố mẹ.<br>予想に反した実験結果が出てしまった。:Kết quả thực nghiệm đã trái với dự kiến.","N2","1",",173nguphapn2,lesson9,",""
"～に基づいて／～に基づき／～に基づく／～に基づいた","～を基礎にして・～を根拠にして:Lấy ~ làm cơ sở, căn cứ","［名］＋に基づいて","調査した資料に基づいて、レポートを書かなければならない。:Cần phải viết báo cáo dựa trên các tư liệu đã điều tra.<br>実際にあった事件に基づき、この映画が作られた。:Bộ phim này đã được làm ra dựa trên sự cố đã có trong thực tế.<br>彼の意見は、長い経験に基づくものだから納得できる。:Ý kiến của anh ấy dựa trên kinh nghiệm lâu dài nên có thể tin cậy được.<br>虚偽の証言に基づいたこの裁判を認めることはできない。:Không thể công nhận sự kết án dựa trên lời khai nguỵ tạo này được.","N2","2",",173nguphapn2,lesson9,",""
"～にわたって／～に渡り／～にわたる／～にわたった","時間的、空間的にその範囲全体に広がっていることを表す。:Biểu thị sự trải rông trên phạm vi toàn thể mang tính thời gian, không gian.","［名］＋にわたって","陳さんは病気のため、２か月に渡って学校を休んだ。:Anh Trần do bị bệnh nên đã nghỉ học trong suốt hai tháng.<br>西日本全域にわたり、台風の被害を受けた。:Suốt cả vùng phía tây Nhật Bản đã gánh chịu sự phá hoại của bão.<br>兄は 5時間にわたる大手術を受けた。:Anh trai đã phải phẫu thuật trong suốt 5giờ đồng hồ.<br>広範囲にわたった海の汚染が、問題になっている。:Biển ô nhiễm trong cả phạm vi rộng lớn thực sự là vấn đề (nghiêm trọng).","N2","3",",173nguphapn2,lesson9,",""
"～ばかりか／～ばかりでなく","～だけでなく・その上:Không chỉ ~, ngoài ra còn…","［動・い形・な形・名］の名詞修飾型 （ただし［名－の］の［の］はつかない。 ）","林さんのお宅でごちそうになったばかりか、おみやげまでいただいた。:Ở nhà anh Hayashi, không chỉ được ăn ngon mà còn có cả quà mang về nữa.<br>アンナさんは頭がいいばかりでなく、親切で心の優しい人です。:Cô Ana không chỉ thông minh, lại là người chu đáo, dịu dàng.<br>この地方は気候が穏やかなばかりでなく、海の幸、山の幸にも恵まれている。:Khu vực này không chỉ có khí hậu ôn hoà, còn được trời phú cho hải sản và rau quả trên núi nữa.<br>彼はサッカーばかりでなく、水泳もダンスも上手なんですよ。:Anh ấy không chỉ bóng đá mà còn bơi, nhảy đều giỏi.","N2","4",",173nguphapn2,lesson9,",""
"～はもとより／～はもちろん","～は、言う必要がないくらい当然で:~ thì đương nhiên đến mức không cần nói.","［名］＋はもとより","私が生まれた村は、電車はもとより、バスも通っていない。:Ngôi làng mà tôi đã sinh ra thì xe điện là đương nhiên, xe bus cũng không lưu thông.<br>地震で被害を受けた人々の救援のために、医者はもとより、多くのボランティアも駆けつけた。:Để cứu viện cho những người chịu thiệt hại của động đất, ban đầu là bác sĩ, sau là nhiều tình nguyện viên cũng đã đến gấp.<br>病気の治療はもちろん、予防のための医学も重要だ。:Việc trị bệnh đương nhiên là cần thiết nhưng y học dự phòng cũng quan trọng.","N2","5",",173nguphapn2,lesson9,",""
"～もかまわず","～を気にしないで・～に気を使わず平気で:Không bận tâm đến ~ / dửng dưng không đếm xỉa đến ~","［名］＋もかまわず","人の迷惑もかまわず、電車の中で携帯電話で話している人がいる。:Không cần quan tâm đến việc làm phiền người khác, vẫn có người nói chuyện di động trong tàu điện.<br>弟は家族の心配もかまわず、危険な冬山へ行こうとする。:Em trai không nghĩ đến sự lo lắng của gia đình, định đi đến khu núi tuyết đầy nguy hiểm.<br>子供は服がぬれるのもかまわず、川の中に入って遊んでいる。:Trẻ con không bận tâm đến quần ào bị ướt, đang nhảy xuống sông chơi.","N2","6",",173nguphapn2,lesson9,",""
"～をこめて","気持ちをその中に入れて:Gửi gắm tâm tư, tình cảm vào ~","［名］＋をこめて","母は私のために心をこめて、セーターを編んでくれた。:Gửi gắm tất cả tình cảm của mình, mẹ đã đan cho tôi chiếc áo len.<br>怒りをこめて、核実験反対の署名をした。:Mang sự phẫn nộ, tôi đã ký tên phản đối thử bom hạt nhân.<br>病気回復の祈りをこめて、みんなで鶴を折った。:Mọi người gấp hạc giấy gửi vào đó sự cầu mong được lành bệnh.","N2","7",",173nguphapn2,lesson9,",""
"～を通じて／～を通して(1)","その期間始めから終わりまでずっと:Trong khoảng thời gian đó từ đầu đến cuối, liên tục.","［名］＋を通じて","あの地方は、１年を通じて雨が多い。:Ở địa phương đó, trong suốt năm mưa nhiều.<br>彼を一生を通して日本との友好のために働いた。:Ông ấy đã làm việc suốt đời vì tình hữu nghị với Nhật Bản.","N2","8",",173nguphapn2,lesson9,",""
"～を通じて／～を通して(2)","直接ではなく、何かを間に入れて:Không trực tiếp, thông qua trung gian nào đó.","［名］＋を通じて","社長を忙しいから、秘書を通じて頼んだほうがいい。:Vì chủ tịch công ty bận, nên nhờ thông qua thư ký.<br>今はインターネットを通して世界中の情報が手に入る。:Bây giờ thông qua Internet mà có được thông tin của toàn thế giới.","N2","9",",173nguphapn2,lesson9,",""
"～をめぐって／～をめぐる","～を中心にそれに関係あることについて:Nói về quan hệ liên quan đến trung tâm là ~, quanh~","［名］＋をめぐって","その法案の賛否をめぐって、活発な議論が交わされた。:Vì tán thành hay phủ quyết dự luật đó mà những thảo luận sôi nổi đã được trao đổi.<br>その事件をめぐって、様々なうわさが流れている。:Có nhiều lời đồn đa dạng quanh sự kiện đó.<br>この小説は、１人の女性をめぐって、５人の男性が戦う話です。:Cuốn tiểu thuyết này là câu chuyện nói về năm người đàn ông đã giao tranh vì một người phụ nữ.","N2","10",",173nguphapn2,lesson9,",""
